id,year,category,nominee,staff,company,producer,win
8628,2004, Picture Editing For Nonfiction Programming (Single Or Multi-Camera),The Amazing Race,"Sharmila Ariathurai, Editor Andrew Frank, Editor Paul Frazier, Editor Julian Gomez, Editor Eric Johannsen, Editor Thomas McGah, Editor Joubin Mortazavi, Editor Paul C. Nielsen, Editor Jason Pedroza, Editor Craig Serling, Editor Hudson H. Smith III,  Eric Van Wagenen, Editor",CBS,World Race Productions Inc.,False
8629,2004, Picture Editing For Nonfiction Programming (Single Or Multi-Camera),American Masters,"Kate Hirson, Editor Kristen Huntley, Editor Deborah Peretz, Editor",PBS,A Production of American Masters for THIRTEEN,True
8632,2004," Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",Nip/Tuck,"Thomas R. Burman, Special Makeup Effects Bari Dreiband-Burman, Special Makeup Effects James Mackinnon, Department Head Makeup",FX Networks,"The Shephard/Robin Company, in association with Warner Bros. Television",True
8636,2004, Reality Program,Extreme Makeover: Home Edition,"Craig Armstrong, Executive Producer Luis Barreto, Co-Executive Producer Janelle Fiorito, Co-Executive Producer Tom Forman, Executive Producer Michael Maloy, Supervising Producer Mark Rains, Producer Conrad L. Ricketts, ",ABC,Endemol USA,False
8637,2004, Reality Program,Penn & Teller: Bullshit!,"Shari Adagio, Supervising Producer Peter Adam Golden, Co-Executive Producer Michael Goudeau, Co-Executive Producer Penn Jillette, Co-Executive Producer Star Price, Executive Producer Teller, Co-Executive Producer Mark Wolper, Executive Producer",Showtime,"Showtime Presents in association with Penn & Teller, A Division of Buggs and Rudy Discount Corporation, Star Price Productions, The Wolper Organization",False
8638,2004, Reality-competition Program,Survivor,"Craig Armstrong, Co-Executive Producer Maria Baltazzi, Producer Bruce Beresford-Redman, Supervising Producer Adam Briles, Producer Mark Burnett, Executive Producer Viki Cacciatore, Supervising Producer David Dryden, Senior Producer Eden Gaha, Producer John Kirhoffer, Producer Doug McCallie, Producer Dan Munday, Producer Cathrine Nilsen, Producer Charlie Parsons, Executive Producer Jeff Probst, Producer/Host Conrad Riggs, Producer Tom Shelly, Co-Executive Producer Holly M. Wofford, ",CBS,Mark Burnett Productions,False
8640,2004, Reality-competition Program,The Amazing Race,"Jerry Bruckheimer, Executive Producer Amy Nabseth Chacon,  Brady Connell, Producer Elise Doganieri, Producer Anthony Dominici, Supervising Producer Julian Grimmond, Producer Phil Keoghan, Host Jon Kroll, Co-Executive Producer Jonathan Littman, Executive Producer Shannon McGinn, Producer Michael Norton, Producer Michael Noval, Producer Bob Parr, Producer Rick Ringbakk, Supervising Producer Bertram van Munster, Executive Producer Hayma ""Screech"" Washington,  Evan Weinstein, Senior Producer",CBS,World Race Productions Inc.,True
8642,2004, Reality-competition Program,American Idol,"Paula Abdul, Judge Charles Boyd, Senior Producer Simon Cowell, Judge Cecile Frot-Coutaz, Executive Producer Simon Fuller, Executive Producer David Goffin, Supervising Producer Randy Jackson, Judge Nigel Lythgoe, Executive Producer Beth McNamara, Producer Ryan Seacrest, Host Ken Warwick, Executive Producer",FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",False
8643,2004, Single-camera Picture Editing For A Comedy Series,Scrubs,"John F. Michel, ",NBC,ABC Studios,False
8644,2004, Single-camera Picture Editing For A Comedy Series,Arrested Development,"E. Lee Haxall, Editor",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,True
8645,2004, Single-camera Picture Editing For A Comedy Series,Curb Your Enthusiasm,"Jonathan Corn, Editor",HBO,HBO Entertainment,False
8646,2004, Single-camera Picture Editing For A Comedy Series,Curb Your Enthusiasm,"Steven A. Rasch, ",HBO,HBO Entertainment,False
8648,2004, Single-Camera Picture Editing For A Drama Series,ER,"Kevin Casey, Editor",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
8649,2004, Single-Camera Picture Editing For A Drama Series,24,"Chris Willingham, ",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,True
8650,2004, Single-Camera Picture Editing For A Drama Series,The Sopranos,"Sidney Wolinsky, ",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8651,2004, Single-Camera Picture Editing For A Drama Series,The Sopranos,"WILLIAM B. STICH, ",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8652,2004, Single-Camera Picture Editing For A Drama Series,The Sopranos,"Conrad Gonzalez, A.C.E.",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8653,2004," SINGLE-CAMERA PICTURE EDITING FOR A MINISERIES, MOVIE OR A SPECIAL",Battlestar Galactica,"Dany Cooper, Editor",Sci Fi,R+D TV in association with NBC Universal Television Studio,False
8664,2004, Single-Camera Sound Mixing For A Series,24,"Bill Gocke,  Kenneth Kobett, C.A.S. Michael Olman, CAS, Re-Recording Mixer",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,True
8665,2004, Single-Camera Sound Mixing For A Series,CSI: Crime Scene Investigation,"Mick Fowler, Production Sound Mixer Yuri Reese, Re-Recording Mixer Bill Smith, Re-Recording Mixer",CBS,A CBS Paramount Network Television production in association with Jerry Bruckheimer Television,False
8667,2004, Single-Camera Sound Mixing For A Series,The Sopranos,"Kevin Burns,  Todd Orr,  Mathew Price, CAS, ",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8673,2004," Sound Editing For A Miniseries, Movie Or A Special",Battlestar Galactica,"Vince Balunas, Sound Editor Chris Boyett, Sound Editor Jeff Brunello, Sound Editor Daniel Colman, MPSE, Sound Editor Jordan Corngold, Music Editor Jack Levy, Supervising Sound Editor Michael Lyle, Foley Artist Doug Madick, Foley Artist Frank John Nolan, Sound Editor",Sci Fi,R+D TV in association with NBC Universal Television Studio,False
8674,2004, Sound Editing For A Series,24,"Pembrooke Andrews, Sound Editor Jeff Charbonneau, Music Editor William Dotson,  Shawn Kennelly, Sound Editor Laura Macias, Foley Artist Paul Menichini, Sound Editor Todd Morrissey, Sound Editor Vinnie Nicastro,  Catherine M. Speakman,  Jeffrey Whitcher, Sound Editor",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
8677,2004, Sound Editing For A Series,ER,"Casey Crabtree, Foley Artist Mike Crabtree, Foley Artist Tom Harris, Sound Editor Rick M. Hromadka, Sound Editor Constance Kazmer, Sound Editor Walter Newman, Supervising Sound Editor Karen Spangenberg, Sound Editor Darleen Stoker, Sound Editor Sharyn Tylk-Gersh, Music Editor David Werntz, Sound Editor Darren Wright, Sound Editor Kenneth Young, Sound Editor",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
8678,2004, Sound Editing For A Series,Deadwood: The Movie,"Anita Cannella, Foley Artist Benjamin Cook, MPSE, Sound Editor Samuel Crutcher, Sound Editor Stephen H. Flick, Sound Editor Takako Ishikawa, Sound Editor Devin Joseph, Sound Editor Amy Kane, Foley Artist Mark Larry, Sound Editor Micha Liberman, Music Editor Lawrence Mann, Supervising Sound Editor Carmine Rubino, Sound Editor Kevin Wahrman, Sound Editor",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,True
8681,2004, Sound Editing For Nonfiction Programming (Single Or Multi-Camera),American Masters,"Margaret Crimmins, Sound Editor GREG SMITH, Sound Editor",PBS,A Production of American Masters for THIRTEEN,False
8689,2004, Sound Mixing For Nonfiction Programming (single Or Multi-camera),Survivor,"Heron Alencar, Sound Mixer Roger Arguello, Sound Mixer Rick Armstrong, Sound Mixer Molefi J. Chabane, Sound Mixer Christina Chin, Sound Mixer Terrance Dwyer, Re-Recording Mixer Dan Foster, Sound Mixer Richard Hill, Sound Mixer Matthais Hoffmann, Sound Mixer Jeremy Ireland, Production Sound Mixer Tony Jensen, Sound Mixer Chris Kelly,  Drew Levinson, Sound Mixer Robert Mackay, Sound Mixer Terry Meehan, Sound Mixer Michael Ormsby, Sound Mixer Rob Rosales, Sound Mixer Bram Tulloch, Sound Mixer Jim Ursulak, Sound Mixer",CBS,Mark Burnett Productions,False
8690,2004, Sound Mixing For Nonfiction Programming (single Or Multi-camera),The Amazing Race,"Troy Smith, Re-Recording Mixer",CBS,World Race Productions Inc.,False
8692,2004, Sound Mixing For Nonfiction Programming (single Or Multi-camera),American Masters,"Ed Campbell, Sound Mixer",PBS,A Production of American Masters for THIRTEEN,False
8698,2004," Special Visual Effects For A Miniseries, Movie Or A Special",Battlestar Galactica,"Jarrod Davis, Lead CGI Artist Patti Gannon, Lead Visual Effects Compositor Aram Granger, Lead CGI Animator Gary Hutzel, Visual Effects Supervisor Christopher Jones, Lead Visual Effects Compositor Kevin Quattro, Lead CGI Animator Emile Edwin Smith, CGI Supervisor Lee Stringer, CGI Supervisor Kyle Toucher, Lead CGI Animator",Sci Fi,R+D TV in association with NBC Universal Television Studio,False
8709,2004, Stunt Coordination,24,"Greg Barnett, Stunt Coordinator",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,True
8716,2004," Technical Direction, Camerawork, Video For A Series",Late Show With David Letterman,"Kevin Bailey, Camera Dan Campbell,  Al Cialino, Camera John Curtin, Camera Joe DeBonis, Camera David Dorsett, Camera Dan Flaherty, Camera Karin-Lucie Grzella, Camera John Hannel, Camera Steve Kaufman, Camera Timothy Kennedy,  Dean Meierfeld, Camera George Rothweiler, Camera Fred Shimizu, Camera Claus Stuhlweissenburg, Camera William White,  Jack Young, Camera",CBS,Worldwide Pants Incorporated,False
8718,2004," Technical Direction, Camerawork, Video For A Series",American Idol,"Diane Biederbeck, Camera Danny Bonilla, Camera David Eastwood, Camera Suzanne Ebner, Camera Tom ""Scoop"" Geren,  Bobby Highton,  Ed Horton, Camera George Prince, Camera John Pritchett, Technical Director John Repczynski, Camera Wade Samul, Camera Mark Sanford, Video Control Danny Webb, Camera",FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",False
8719,2004," Technical Direction, Camerawork, Video For A Series",Late Night With Conan O'Brien,"Gregory Aull, Technical Director Richard S. Carter, Camera Kenneth Decker, Camera Kurt Decker, Camera Carl M. Henry III, Senior Video Control Eugene Huelsman, Camera Wojtek Kozlowski, Camera Chris Matott, Camera James Palczewski, Camera Brian Tyson, Camera Keith Winikoff, Senior Video Control",NBC,"Conaco, Broadway Video, in association with NBC Universal Television Studio",False
8720,2004," Technical Direction, Camerawork, Video For A Series",Saturday Night Live,"Michael Bennett, Camera Steven Cimino, Technical Director Eric A. Eisenstein, Camera Richard B. Fox, Camera Frank Grisanti, Senior Video Control Susan Noll, Senior Video Control Brian Phraner, Camera John Pinto, Camera",NBC,SNL Studios in association with Universal Television and Broadway Video,True
8721,2004, Voice-Over Performance,The Simpsons,"Dan Castellaneta, as Homer, Krusty the Clown, Willie, Sideshow Mel, Barney, Grampa, Itchy",FOX,Gracie Films in association with 20th Century Fox Television,True
8722,2004," Writing For A Variety, Music Or Comedy Program",Late Show With David Letterman,"Michael Barrie, Writer Lee Ellenberg, Writer Jonathan Green, Writer Joe Grossman, Writer David Letterman, Writer Gabe Miller, Writer Jim Mulholland, Writer Gerard Mulligan, Writer Matt Roberts, Writer Tom Ruprecht, Writer Bill Scheft, Writer Eric Stangel, Head Writer Justin Stangel, Head Writer Jeremy Weiner, Writer Steve Young, Writer",CBS,Worldwide Pants Incorporated,False
8725,2004," Writing For A Variety, Music Or Comedy Program",The Daily Show With Jon Stewart,"Rich Blomquist, Writer Steve Bodow, Writer Tim Carvell, Writer Stephen Colbert, Writer Eric Drysdale, Writer J.R. Havlan, Writer Scott Jacobson, Writer David Javerbaum, Head Writer Ben Karlin, Writer Rob Kutner, Writer Chris Regan, Writer Jason Reich, Writer Jason Ross, Writer Jon Stewart, Writer",Comedy Central,"Central Productions, LLC",True
8726,2004," Writing For A Variety, Music Or Comedy Program",Late Night With Conan O'Brien,"Chris Albers, Writer Jose Arroyo, Writer Andy Blitz, Writer Kevin Dorff, Writer Dan Goor, Writer Michael Gordon, Writer Brian Kiley, Writer Michael Koman, Writer Demetri Martin, Writer Brian McCann, Writer Guy Nicolucci, Writer Conan O'Brien, Writer Allison Silverman, Writer Brian Stack, Writer Michael Sweeney, Head Writer Andrew Weinberg, Writer",NBC,"Conaco, Broadway Video, in association with NBC Universal Television Studio",False
8729,2004, Writing for Nonfiction Programming,American Masters,"Susan Lacy, Writer Stephen Stept, Writer",PBS,A Production of American Masters for THIRTEEN,True
8732,2004, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,"Michael Godeau, Special Material Written by Penn Jillette, Written by Star Price, Written by Teller, Written by Emma Webster, Written by",Showtime,"Showtime Presents in association with Penn & Teller, A Division of Buggs and Rudy Discount Corporation, Star Price Productions, The Wolper Organization",False
8735,2003, Lead Actress In A Drama Series,CSI: Crime Scene Investigation,"MARG HELGENBERGER, as Catherine Willows",CBS,A CBS Paramount Network Television production in association with Jerry Bruckheimer Television,False
8739,2003, Lead Actress In A Drama Series,The Sopranos,"Edie Falco, as Carmela Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8741,2003, Lead Actor In A Drama Series,24,"Kiefer Sutherland, as Jack Bauer",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
8744,2003, Lead Actor In A Drama Series,The Sopranos,"James Gandolfini, as Tony Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8753,2003, Supporting Actor In A Drama Series,The Sopranos,"Michael Imperioli, as Christopher Moltisanti",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8754,2003, Supporting Actor In A Drama Series,The Sopranos,"Joe Pantoliano, as Ralph Cifaretto",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8757,2003, Guest Actress In A Drama Series,ER,"Sally Field, as Maggie Wyczenski",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
8758,2003, Guest Actress In A Drama Series,Law & Order: Special Victims Unit,"BARBARA BARRIE, as Paula Haggerty",NBC,Wolf Films in association with Universal Media Studios,False
